Concept Level 1,CCSS Standard,Question UID,Answers,Prompt
Capitalize Names of People,1.2a. Capitalize Dates and Names of People,Jzw0qjK-hugkBcgfA9E,"[{""text""=>""The {Harmon} twins dance well.""}]",The harmon twins dance well.
Capitalize Names of People,1.2a. Capitalize Dates and Names of People,Jzw0qjK-hugkBcgfA9F,"[{""text""=>""{Magic Johnson} was born on August 14th, 1959.""}]","magic johnson was born on August 14th, 1959."
Capitalize Product Names,"2.2a. Capitalize Holidays, Product Names, and Geographic Names",Jzw0qjK-hugkBcgfA9H,"[{""text""=>""I want to be one of the {Boston Celtics}.""}]",I want to be one of the boston celtics.
Capitalize Product Names,"2.2a. Capitalize Holidays, Product Names, and Geographic Names",Jzw0qjK-hugkBcgfA9I,"[{""text""=>""Do you prefer {Xbox} or {Wii}?""}]",Do you prefer xbox or wii?
Capitalize Product Names,"2.2a. Capitalize Holidays, Product Names, and Geographic Names",Jzw0qjK-hugkBcgfA9J,"[{""text""=>""I asked for {Heinz} ketchup, not {Hunts}.""}]","I asked for heinz ketchup, not hunts."
Capitalize Product Names,"2.2a. Capitalize Holidays, Product Names, and Geographic Names",Jzw0qjK-hugkBcgfA9K,"[{""text""=>""I wanted to work at {Microsoft} because I wanted to build computers.""}]",I wanted to work at <u>microsoft / Microsoft</u> because I wanted to build computers.
Capitalize Product Names,"2.2a. Capitalize Holidays, Product Names, and Geographic Names",Jzw0qjK-hugkBcgfA9L,"[{""text""=>""My brother wants to be the quarterback for the {Dallas Cowboys}.""}]",My brother wants to be the quarterback for the <u>dallas cowboys / Dallas Cowboys </u>.
Capitalize the Beginning of a Quotation,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9N,"[{""text""=>""Our coach shouted, \""{Pass} the ball!\""""}]","Our coach shouted, ""pass the ball!"""
Capitalize the Beginning of a Quotation,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9O,"[{""text""=>""I like the old saying, \""{Treat} others how you would like to be treated.\""""}]","I like the old saying, ""treat others how you would like to be treated."""
Capitalize the Beginning of a Quotation,4.2a. Use Correct Capitalization,K2xfyzGqC3jyn4VWvSA,"[{""text""=>""My mother always said, \""{You} can do anything if you believe in yourself.\""""}]","My mother always said, ""you can do anything if you believe in yourself."""
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9Q,"[{""text""=>""{Where} do you think you're going?""}]",where do you think you're going?
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9R,"[{""text""=>""{Flamingos} tend to eat with their heads upside down.""}]",flamingos tend to eat with their heads upside down.
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9S,"[{""text""=>""{Is} anybody here?""}]",is anybody here?
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9T,"[{""text""=>""{Our} class is going to New York City together.""}]",our class is going to new york city together.
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9U,"[{""text""=>""{The} coach shouted, \""{Run} all the way through!\""""}]","the coach shouted, ""run all the way through!"""
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9V,"[{""text""=>""{Let's} play tennis.""}]",let's play tennis.
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9W,"[{""text""=>""{The} deli is closed today.""}]",the deli is closed today.
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9X,"[{""text""=>""{He} performed a joyful jig at the prospect of company.""}]",<u>he</u> performed a joyful jig at the prospect of company_
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9Y,"[{""text""=>""{There} were plenty of fish in the nearby river.""}]",<u>there</u> were plenty of fish in the nearby river_
Capitalize the Beginning of a Sentence,4.2a. Use Correct Capitalization,Jzw0qjK-hugkBcgfA9Z,"[{""text""=>""{I} would like cream and sugar with my coffee.""}]",<u>i</u> would like cream and sugar with my coffee_
"Clean, Cleanse",4.1g. Commonly Confused Words,Jzw0qjK-hugkBcgfA9a,"[{""text""=>""Many people believe it is important to {clean} your desk every day.""}]",Many people believe it is important to _____ your desk every day.
"Clean, Cleanse",4.1g. Commonly Confused Words,K2wwAu0xAesuBMmwqKC,"[{""text""=>""It's great to have a {clean} room so that you can find everything easily.""}]",It's great to have a ______ room so that you can find everything easily.
"Clean, Cleanse",4.1g. Commonly Confused Words,K2wwRetepr27bXDW20D,"[{""text""=>""In order to {clean} my dog, I will need a larger tub of water.""}]","In order to _______ my dog, I will need a larger tub of water."
"Clean, Cleanse",4.1g. Commonly Confused Words,Jzw0qjK-hugkBcgfA9c,"[{""text""=>""The monks would meditate under waterfalls to spiritually {cleanse} themselves.""}]",The monks would meditate under waterfalls to spiritually _____ themselves.
"Clean, Cleanse",4.1g. Commonly Confused Words,Jzw0qjK-hugkBcgfA9d,"[{""text""=>""Many of my friends use facial scrubs that {cleanse} their skin.""}]",Many of my friends use facial scrubs that _____ their skin.
"Clean, Cleanse",4.1g. Commonly Confused Words,K2xm7f1kHpJyb-4R3AU,"[{""text""=>""I took a long bath to {cleanse} my skin after working for many hours outside.""}]",I took a long bath to _______ my skin after working for many hours outside.
Collective Nouns,2.1a. Use Collective Nouns,Jzw0qjK-hugkBcgfA9f,"[{""text""=>""Our coach told us to split into two {teams} for the scrimmage.""}]",Our coach told us to split into two <u>packs / teams</u> for the scrimmage.
Collective Nouns,2.1a. Use Collective Nouns,Jzw0qjK-hugkBcgfA9g,"[{""text""=>""A {panel} of judges rated her performance an 8.""}]",A <u>pack / panel</u> of judges rated her performance an 8.
Collective Nouns,2.1a. Use Collective Nouns,Jzw0qjK-hugkBcgfA9h,"[{""text""=>""You will need a strong {pack} of sled dogs to win the Iditarod.""}]",You will need a strong <u>panel / pack</u> of sled dogs to win the Iditarod.
Collective Nouns,2.1a. Use Collective Nouns,Jzw0qjK-hugkBcgfA9i,"[{""text""=>""Split the apples into {groups} based off of their color.""}]",Split the apples into <u>groups / packs</u> based off of their color.
Collective Nouns,2.1a. Use Collective Nouns,Jzw0qjK-hugkBcgfA9j,"[{""text""=>""The {team} of soccer players celebrated their victory.""}]",The <u>panel / team</u> of soccer players celebrated their victory.
Collective Nouns,2.1a. Use Collective Nouns,Jzw0qjK-hugkBcgfA9k,"[{""text""=>""The king asked his {panel} of advisors how to proceed.""}]",The king asked his <u>flock /  panel</u> of advisors how to proceed.
Collective Nouns,2.1a. Use Collective Nouns,Jzw0qjK-hugkBcgfA9l,"[{""text""=>""Can you buy me a {pack} of gum from the shop?""}]",Can you buy me a <u>group / pack</u> of gum from the shop?
Collective Nouns,2.1a. Use Collective Nouns,Jzw0qjK-hugkBcgfA9m,"[{""text""=>""We are going to work on our {group} project this evening.""}]",We are going to work on our <u>pride / group</u> project this evening.
Colons in Lists,5.2a. Use Colons and Commas in a List,Jzw0qjK-hugkBcgfA9o,"[{""text""=>""The store had all kinds of {glasses:} red, blue, and purple.""}]","The store had all kinds of glasses red, blue, and purple."
Colons in Lists,5.2a. Use Colons and Commas in a List,Jzw0qjK-hugkBcgfA9p,"[{""text""=>""I love {sports:} soccer, football, and basketball are my favorites.""}]","I love sports soccer, football, and basketball are my favorites."
Colons in Lists,5.2a. Use Colons and Commas in a List,Jzw0qjK-hugkBcgfA9q,"[{""text""=>""He traveled to many {places:} Ecuador, China, and even Egypt.""}]","He traveled to many places Ecuador, China, and even Egypt."
Colons in Lists,5.2a. Use Colons and Commas in a List,Jzw0qjK-hugkBcgfA9r,"[{""text""=>""'We play many {instruments:} bass, guitar, drums, and the flute.'""}]","We play many instruments bass, guitar, drums, and the flute."
Colons in Lists,5.2a. Use Colons and Commas in a List,Jzw0qjK-hugkBcgfA9s,"[{""text""=>""There are {cans, socks,} and cords all over the floor.""}, {""text""=>""There are {cans,} socks and cords all over the floor.""}]",There are cans socks and cords all over the floor.
Colons in Lists,5.2a. Use Colons and Commas in a List,K2iVwgdizkemXLfPceL,"[{""text""=>""Before I go camping, I need to buy some {things:} a sleeping bag, a tent, and a warm jacket.""}]","Before I go camping, I need to buy some things a sleeping bag, a tent, and a warm jacket."
Colons in Lists,5.2a. Use Colons and Commas in a List,K2iWVzXIz1WgbvDItXv,"[{""text""=>""{I need three items: milk, eggs, and bread.}""}]","I need three items milk, eggs, and bread."
Colons in Lists,5.2a. Use Colons and Commas in a List,K2iWytlUspcD7_oGW1t,"[{""text""=>""Mary had two favorite {hobbies:} singing and swimming.""}]",Mary had two favorite hobbies singing and swimming.
Colons in Lists,5.2a. Use Colons and Commas in a List,K2iX4osL7ddL6BplZAK,"[{""text""=>""The chef has all the {ingredients:} onions, celery, and tomatoes.""}]","The chef has all the ingredients onions, celery, and tomatoes."
Commas after Introductory Prepositional Phrases,5.2b. Use Commas after Introductory Words,Jzw0qjK-hugkBcgfA9u,"[{""text""=>""While in the {car,} we listened to Led Zeppelin.""}]",While in the car we listened to Led Zeppelin.
Commas after Introductory Prepositional Phrases,5.2b. Use Commas after Introductory Words,Jzw0qjK-hugkBcgfA9v,"[{""text""=>""In {1868,} Japan began the Meiji Restoration.""}]",In 1868 Japan began the Meiji Restoration.
Commas after Introductory Prepositional Phrases,5.2b. Use Commas after Introductory Words,Jzw0qjK-hugkBcgfA9w,"[{""text""=>""I was brushing my teeth. {Meanwhile,} Wanda was cooking breakfast.""}]",I was brushing my teeth. Meanwhile Wanda was cooking breakfast.
Commas after Introductory Prepositional Phrases,5.2b. Use Commas after Introductory Words,Jzw0qjK-hugkBcgfA9x,"[{""text""=>""I rushed to get into work. {Meanwhile,} our boss was planning a surprise party.""}]",I rushed to get into work. Meanwhile our boss was planning a surprise party.
Commas after Introductory Prepositional Phrases,5.2b. Use Commas after Introductory Words,Jzw0qjK-hugkBcgfA9y,"[{""text""=>""My sister drove us home. {Meanwhile,} I studied in the back seat.""}]",My sister drove us home. Meanwhile I studied in the back seat.
Commas after Introductory Prepositional Phrases,5.2b. Use Commas after Introductory Words,Jzw0qjK-hugkBcgfA9z,"[{""text""=>""Whenever I am in {doubt,} I double""}, {""text""=>""check my facts.""}]",Whenever I am in doubt I double-check my facts.
Commas after Introductory Prepositional Phrases,5.2b. Use Commas after Introductory Words,Jzw0qjK-hugkBcgfAA-,"[{""text""=>""At {midnight,} the house began to move.""}]",At midnight the house began to move.
Commas after Introductory Prepositional Phrases,5.2b. Use Commas after Introductory Words,Jzw0qjK-hugkBcgfAA0,"[{""text""=>""After we finish {working,} we will all go out for ice cream.""}]",After we finish working we will all go out for ice cream.
Commas after Introductory Prepositional Phrases,5.2b. Use Commas after Introductory Words,Jzw0qjK-hugkBcgfAA1,"[{""text""=>""By the time Erin finished the {race,} the sun had already set.""}]",By the time Erin finished the race the sun had already set.
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkpu,"[{""text""=>""The sign states, {\""Do not walk on the grass.\""}""}]","The sign states, "" Do not walk on the grass.   """
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkpv,"[{""text""=>""Teddy {Roosevelt} once said, \""Believe you can and you're halfway there.\""""}]","Teddy roosevelt once said, ""believe you can and you're halfway there."""
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkpw,"[{""text""=>""{\""What a silly pup,\""} Uncle Gary chuckled with a smile.""}]","What a silly pup, Uncle Gary chuckled with a smile."
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkpx,"[{""text""=>""The man in black said, {\""I'm not done with you yet!\""}""}]","The man in black said, I'm not done with you yet!"
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkpy,"[{""text""=>""As he ran out of the store, he yelled, {\""I think someone is still inside!\""}""}]","As he ran out of the store, he yelled, I think someone is still inside!"
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkpz,"[{""text""=>""When Steven passed me the ball, I said, {\""Go long!\""}""}]","When Steven passed me the ball, I said, Go long!"
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq-,"[{""text""=>""The guard announced, {\""All rise for the honorable Judge Davis.\""}""}]","The guard announced, All rise for the honorable Judge Davis."
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq0,"[{""text""=>""Bill disagreed, {\""That's not how the tides work.\""}""}]","Bill disagreed, That's not how the tides work."
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq1,"[{""text""=>""{\""Watch your step,\""} warned the bus driver.""}]","Watch your step, warned the bus driver."
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq2,"[{""text""=>""{\""I'm lost,\""} whimpered the poor boy.""}]","I'm lost, whimpered the poor boy."
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq3,"[{""text""=>""Brett argued, {\""That's not fair!\""}""}]","Brett argued, That's not fair!"
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq4,"[{""text""=>""{\""My head hurts,\""} the little girl whined.""}]","My head hurts, the little girl whined."
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq5,"[{""text""=>""Roy confessed, {\""I was the one who ate the pizza.\""}""}]","Roy confessed, I was the one who ate the pizza."
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq6,"[{""text""=>""The little boy mumbled, {\""I'm sorry.\""}""}]","The little boy mumbled, I'm sorry."
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq7,"[{""text""=>""The flight attendant said, {\""Buckle up your seatbelt!\""}""}]","The flight attendant said, Buckle up your seatbelt!"
Commas and Quotation Marks in Dialogue,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkq8,"[{""text""=>""{\""What happened here?\""} demanded the police officer.""}]",What happened here? demanded the police officer.
Commas for Addressing People,3.2b. Use Commas in Addresses,Jzw0qjLNEeZAERlRkqA,"[{""text""=>""{Arielle,} can you come here?""}]",Arielle can you come here?
Commas for Addressing People,3.2b. Use Commas in Addresses,Jzw0qjLNEeZAERlRkqB,"[{""text""=>""{Frank,} can you please help us?""}]",Frank can you please help us?
Commas for Addressing People,3.2b. Use Commas in Addresses,Jzw0qjLNEeZAERlRkqC,"[{""text""=>""Hurry {up,} Todd.""}]",Hurry up Todd.
Commas for Addressing People,3.2b. Use Commas in Addresses,Jzw0qjLNEeZAERlRkqD,"[{""text""=>""Let's {eat,} John.""}]",Let's eat John.
Commas for Tag Questions,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkqF,"[{""text""=>""She isn't allowed in{, is she?}""}]",She isn't allowed in.
Commas for Tag Questions,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkqG,"[{""text""=>""He's a good soccer player{, isn't he?}""}]",He's a good soccer player.
Commas for Tag Questions,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkqH,"[{""text""=>""You aren't finishing that pizza{, are you?}""}]",You aren't finishing that pizza.
Commas for Tag Questions,3.2c. Use Commas and Quotation Marks in Dialogue,Jzw0qjLNEeZAERlRkqI,"[{""text""=>""We are going to the show, {aren't we}?""}]","We are going to the show, <u>are we / aren't we</u>?"
Commas for Yes and No,"5.2c. Use a Comma to Set off the Words ""Yes"" and ""No""",Jzw0qjLNEeZAERlRkqK,"[{""text""=>""{Yes,} we adopted a kitten yesterday.""}, {""text""=>""{No,} we adopted a kitten yesterday.""}]",_____ we adopted a kitten yesterday.
Commas for Yes and No,"5.2c. Use a Comma to Set off the Words ""Yes"" and ""No""",Jzw0qjLNEeZAERlRkqL,"[{""text""=>""{No,} I can't eat any more pizza.""}, {""text""=>""{Yes,} I can't eat any more pizza.""}]",_____ I can't eat any more pizza.
Commas for Yes and No,"5.2c. Use a Comma to Set off the Words ""Yes"" and ""No""",Jzw0qjLNEeZAERlRkqM,"[{""text""=>""{Yes,} I will drive you home.""}, {""text""=>""{No,} I will drive you home.""}]",_____ I will drive you home.
